Internal ID,PO Id,Vendor,PO #,SO Id,SO #,Item,Qty,Rate,Item Name,Item Disp name,Purch Price,Description
226054,226054,Tech Data Corporation,217515,226035,139048,LIC-ENT-1YR,11,95.27,LIC-ENT-1YR,LIC-ENT-1YR,,
224962,224962,Tech Data Corporation,217496,224956,139032,C9300-48UN-E,6,6834.45,C9300-48UN-E,C9300-48UN-E,,
224962,224962,Tech Data Corporation,217496,224956,139032,C9300-DNA-E-48-3Y,6,588.82,C9300-DNA-E-48-3Y,C9300-DNA-E-48-3Y,,
224962,224962,Tech Data Corporation,217496,224956,139032,C9300-NM-8X,6,1340.60,C9300-NM-8X,C9300-NM-8X,,
224962,224962,Tech Data Corporation,217496,224956,139032,STACK-T1-50CM,6,52.57,STACK-T1-50CM,STACK-T1-50CM,,
224962,224962,Tech Data Corporation,217496,224956,139032,CAB-SPWR-30CM,6,49.94,CAB-SPWR-30CM,CAB-SPWR-30CM,,
224962,224962,Tech Data Corporation,217496,224956,139032,C9300-48UN-E,2,6834.45,C9300-48UN-E,C9300-48UN-E,,
224962,224962,Tech Data Corporation,217496,224956,139032,C9300-DNA-E-48-3Y,2,588.82,C9300-DNA-E-48-3Y,C9300-DNA-E-48-3Y,,
224962,224962,Tech Data Corporation,217496,224956,139032,STACK-T1-50CM,2,52.57,STACK-T1-50CM,STACK-T1-50CM,,
224962,224962,Tech Data Corporation,217496,224956,139032,CAB-SPWR-30CM,2,49.94,CAB-SPWR-30CM,CAB-SPWR-30CM,,
224905,224905,Tech Data Corporation,217489,224900,139026,LIC-ENT-5YR,2,228.07,LIC-ENT-5YR,LIC-ENT-5YR,,
224437,224437,Tech Data Corporation,217485,224435,139021,CP-8841-K9=,10,247.65,CP-8841-K9=,CP-8841-K9=,,
224437,224437,Tech Data Corporation,217485,224435,139021,CON-SNT-P8IK94I2,10,65.23,CON-SNT-P8IK94I2,,23.94,
224437,224437,Tech Data Corporation,217485,224435,139021,C9200L-24P-4G-E,2,1118.12,C9200L-24P-4G-E,C9200L-24P-4G-E,,
224437,224437,Tech Data Corporation,217485,224435,139021,CON-SNT-C920L24G,2,574.00,CON-SNT-C920L24G,CON-SNT-C920L24G,,
224437,224437,Tech Data Corporation,217485,224435,139021,C9200L-DNA-E-24-3Y,2,339.58,C9200L-DNA-E-24-3Y,C9200L-DNA-E-24-3Y,,
224437,224437,Tech Data Corporation,217485,224435,139021,C9200L-STACK-KIT,2,783.93,C9200L-STACK-KIT,C9200L-STACK-KIT,,
224437,224437,Tech Data Corporation,217485,224435,139021,C8200L-1N-4T,1,1099.24,C8200L-1N-4T,,999.31,
224437,224437,Tech Data Corporation,217485,224435,139021,CON-SNT-C8200TL1,1,706.63,CON-SNT-C8200TL1,,640.24,
224437,224437,Tech Data Corporation,217485,224435,139021,DNA-P-T0-A-3Y,1,1339.43,DNA-P-T0-A-3Y,,2163.83,
224437,224437,Tech Data Corporation,217485,224435,139021,NIM-1MFT-T1/E1,1,854.38,NIM-1MFT-T1/E1,NIM-1MFT-T1/E1,,
224437,224437,Tech Data Corporation,217485,224435,139021,PVDM4-32,1,974.98,PVDM4-32,PVDM4-32,,
223918,223918,Tech Data Corporation,217478,223887,139014,CW9166I-MR,3,987.79,CW9166I-MR,,1013.12,
223918,223918,Tech Data Corporation,217478,223887,139014,CW9164I-MR,1,869.02,CW9164I-MR,,891.30,
